timestamp,CO2-val,truth-val
2019-07-05 00:00:00,2,1
2019-07-05 00:05:00,-2,1
2019-07-05 00:10:00,-3,1
2019-07-05 00:15:00,-4,1
2019-07-05 00:20:00,-3,1
2019-07-05 00:25:00,-4,1
2019-07-05 00:30:00,-2,1
2019-07-05 00:35:00,-5,1
2019-07-05 00:40:00,-6,1
2019-07-05 00:45:00,-4,1
2019-07-05 00:50:00,-4,1
2019-07-05 00:55:00,-3,1
2019-07-05 01:00:00,-5,1
2019-07-05 01:05:00,-2,1
2019-07-05 01:10:00,-3,1
2019-07-05 01:15:00,1,1
2019-07-05 01:20:00,-4,1
2019-07-05 01:25:00,-2,1
2019-07-05 01:30:00,-7,1
2019-07-05 01:35:00,-1,1
2019-07-05 01:40:00,-4,1
2019-07-05 01:45:00,-2,1
2019-07-05 01:50:00,-9,1
2019-07-05 01:55:00,-9,1
2019-07-05 02:00:00,-7,1
2019-07-05 02:05:00,-9,1
2019-07-05 02:10:00,-9,1
2019-07-05 02:15:00,-10,1
2019-07-05 02:20:00,-9,1
2019-07-05 02:25:00,-11,1
2019-07-05 02:30:00,-14,1
2019-07-05 02:35:00,-13,1
2019-07-05 02:40:00,-12,1
2019-07-05 02:45:00,-18,1
2019-07-05 02:50:00,-12,1
2019-07-05 02:55:00,-14,1
2019-07-05 03:00:00,-20,1
2019-07-05 03:05:00,-19,1
2019-07-05 03:10:00,-20,1
2019-07-05 03:15:00,-15,1
2019-07-05 03:20:00,-14,1
2019-07-05 03:25:00,-12,1
2019-07-05 03:30:00,-4,1
2019-07-05 03:35:00,-4,1
2019-07-05 03:40:00,-5,1
2019-07-05 03:45:00,-9,1
2019-07-05 03:50:00,-9,1
2019-07-05 03:55:00,-6,1
2019-07-05 04:00:00,-7,1
2019-07-05 04:05:00,-9,1
2019-07-05 04:10:00,-15,1
2019-07-05 04:15:00,-19,1
2019-07-05 04:20:00,-22,1
2019-07-05 04:25:00,-24,1
2019-07-05 04:30:00,-25,1
2019-07-05 04:35:00,-26,1
2019-07-05 04:40:00,-25,1
2019-07-05 04:45:00,-18,1
2019-07-05 04:50:00,-22,1
2019-07-05 04:55:00,-18,1
2019-07-06 00:00:00,7,1
2019-07-06 00:05:00,9,1
2019-07-06 00:10:00,7,1
2019-07-06 00:15:00,7,1
2019-07-06 00:20:00,7,1
2019-07-06 00:25:00,4,1
2019-07-06 00:30:00,-1,1
2019-07-06 00:35:00,4,1
2019-07-06 00:40:00,4,1
2019-07-06 00:45:00,-3,1
2019-07-06 00:50:00,0,1
2019-07-06 00:55:00,1,1
2019-07-06 01:00:00,4,1
2019-07-06 01:05:00,1,1
2019-07-06 01:10:00,1,1
2019-07-06 01:15:00,-1,1
2019-07-06 01:20:00,2,1
2019-07-06 01:25:00,2,1
2019-07-06 01:30:00,5,1
2019-07-06 01:35:00,3,1
2019-07-06 01:40:00,3,1
2019-07-06 01:45:00,-1,1
2019-07-06 01:50:00,-5,1
2019-07-06 01:55:00,-7,1
2019-07-06 02:00:00,-10,1
2019-07-06 02:05:00,-7,1
2019-07-06 02:10:00,-5,1
2019-07-06 02:15:00,-8,1
2019-07-06 02:20:00,-5,1
2019-07-06 02:25:00,-10,1
2019-07-06 02:30:00,-5,1
2019-07-06 02:35:00,-13,1
2019-07-06 02:40:00,-17,1
2019-07-06 02:45:00,-13,1
2019-07-06 02:50:00,-13,1
2019-07-06 02:55:00,-9,1
2019-07-06 03:00:00,-13,1
2019-07-06 03:05:00,-10,1
2019-07-06 03:10:00,-7,1
2019-07-06 03:15:00,-12,1
2019-07-06 03:20:00,-12,1
2019-07-06 03:25:00,-15,1
2019-07-06 03:30:00,-14,1
2019-07-06 03:35:00,-14,1
